Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
1996,8,15,4,1932,1910,2107,2047,DL,390,N910DE,95,97,77,20,22,ATL,BWI,576,4,14,0,,0
1996,8,28,3,657,700,744,753,US,1177,N245US,47,53,35,-9,-3,ORF,BWI,159,4,8,0,,0
1996,8,29,4,633,635,831,824,CO,155,N17321,118,109,100,7,-2,BOS,CLE,563,4,14,0,,0
1996,8,17,6,2045,2020,2245,2229,UA,808,N1831U,60,69,42,16,25,ORD,CLE,316,4,14,0,,0
1996,8,9,5,857,900,1011,1015,US,1758,N802US,74,75,57,-4,-3,DAY,CLT,370,3,14,0,,0
1996,8,1,4,1237,1220,1434,1418,US,538,N608AU,117,118,98,16,17,MIA,CLT,650,6,13,0,,0
1996,8,7,3,1243,1240,1428,1412,US,59,N632AU,105,92,88,16,3,TPA,CLT,508,7,10,0,,0
1996,8,13,2,1229,1230,1307,1304,UA,1043,N519UA,38,34,18,3,-1,DEN,COS,72,7,13,0,,0
1996,8,6,2,1351,1330,1527,1518,DL,1415,N519DA,96,108,70,9,21,EWR,CVG,569,10,16,0,,0
1996,8,4,7,1544,1545,1729,1738,DL,1202,N330DL,45,53,34,-9,-1,SBN,CVG,203,4,7,0,,0
1996,8,2,5,2100,2100,2152,2155,WN,1025,N360,52,55,42,-3,0,LBB,DAL,293,2,8,0,,0
1996,8,28,3,753,755,911,914,US,1178,N340US,78,79,62,-3,-2,CHS,DCA,444,7,9,0,,0
1996,8,17,6,1819,1820,2131,2142,NW,1767,N518US,132,142,112,-11,-1,MSP,DCA,931,4,16,0,,0
1996,8,23,5,917,915,1012,953,DL,1585,N534DA,175,158,142,19,2,CVG,DEN,1069,5,28,0,,0
1996,8,30,5,1425,1425,1620,1634,UA,1607,N580UA,235,249,218,-14,0,MIA,DEN,1709,5,12,0,,0
1996,8,25,7,1604,1605,1925,1927,UA,1058,N373UA,141,142,127,-2,-1,SJC,DEN,948,5,9,0,,0
1996,9,11,3,730,730,735,740,WN,760,N300,65,70,53,-5,0,ELP,PHX,347,4,8,0,,0
1996,9,13,5,2035,2020,2202,2131,NW,107,N321US,207,191,186,31,15,MSP,PHX,1276,4,17,0,,0
1996,9,1,7,2003,2005,2033,2038,DL,469,N644DL,90,93,71,-5,-2,SLC,PHX,507,4,15,0,,0
1996,9,15,7,748,750,827,833,US,317,N423US,39,43,22,-6,-2,CLE,PIT,105,8,9,0,,0
1996,9,12,4,1033,1035,1343,1332,US,700,N531AU,130,117,115,11,-2,MCI,PIT,773,6,9,0,,0
1996,9,29,7,1928,1823,2158,2044,US,1216,N446US,150,141,111,74,65,TPA,PIT,873,6,33,0,,0
1996,9,16,1,717,720,856,855,US,1057,N972VJ,99,95,69,1,-3,LGA,RDU,431,4,26,0,,0
1996,9,27,5,1828,1820,1843,1841,DL,1624,N469DA,75,81,55,2,8,SLC,RNO,422,6,14,0,,0
1996,9,11,3,927,930,1115,1112,NW,285,N302US,288,282,260,3,-3,DTW,SAN,1957,2,26,0,,0
1996,9,24,2,1819,1810,1905,1858,DL,1895,N3301,106,108,89,7,9,SLC,SAN,626,2,15,0,,0
1996,9,12,4,1730,1720,1840,1821,DL,1471,N538DA,70,61,39,19,10,ATL,SAV,215,6,25,0,,0
1996,9,29,7,1551,1500,1719,1629,UA,1420,N7266U,148,149,130,50,51,DEN,SEA,1024,4,14,0,,0
1996,9,28,6,630,630,715,717,AS,95,N763AS,45,47,29,-2,0,PDX,SEA,129,4,12,0,,0
1996,9,2,1,1305,1225,1512,1451,US,57,N526AU,307,326,291,21,40,CLT,SFO,2296,6,10,0,,0
1996,9,18,3,1430,1432,1545,1549,UA,2046,N385UA,75,77,55,-4,-2,LAX,SFO,337,3,17,0,,0
1996,9,1,7,1832,1835,1945,2000,UA,2356,N927UA,73,85,63,-15,-3,SAN,SFO,447,2,8,0,,0
1996,9,2,1,1710,1710,1805,1810,WN,1277,N380,55,60,43,-5,0,LAX,SJC,308,5,7,0,,0
1996,9,27,5,1735,1730,1912,1857,DL,947,N297WA,97,87,75,15,5,ABQ,SLC,493,7,15,0,,0
1996,9,8,7,812,815,1044,1037,DL,1137,N527DA,212,202,196,7,-3,MSY,SLC,1428,6,10,0,,0
1996,9,9,1,1546,1515,1707,1635,WN,1714,N384,81,80,64,32,31,LAS,SMF,397,3,14,0,,0
1996,9,19,4,1855,1836,2011,1948,HP,10,N315AW,76,72,50,23,19,PHX,S,338,4,22,0,,0
1996,9,15,7,1830,1830,1906,1858,TW,211,EI-CIW,96,88,72,8,0,CMH,STL,410,10,14,0,,0
1996,9,16,1,803,805,1029,933,TW,656,N925L,146,88,90,56,-2,JAN,STL,444,5,51,0,,0
1996,9,9,1,1910,1910,2014,2021,TW,636,N84355,64,71,52,-7,0,OMA,STL,342,4,8,0,,0
1996,9,28,6,753,755,903,905,TW,62,N64319,70,70,51,-2,-2,TUL,STL,351,10,9,0,,0
1996,9,24,2,1235,1220,1517,1504,CO,437,N15841,162,164,130,13,15,EWR,TPA,998,3,29,0,,0
1996,9,23,1,2024,2025,2107,2112,UA,589,N364UA,103,107,88,-5,-1,DEN,TUS,639,6,9,0,,0
1996,9,12,4,1814,1810,1929,1929,UA,2775,N382UA,75,79,53,0,4,SFO,LAX,337,11,11,0,,0
1996,9,9,1,1051,1020,1217,1144,CO,1126,N63305,86,84,66,33,31,CLE,LGA,418,7,13,0,,0
1996,9,29,7,,930,,1302,NW,504,N309RC,,152,,,,MSP,LGA,1020,0,0,1,,0
1996,9,26,4,,1125,,1243,TW,619,N490SA,,78,,,,STL,LNK,370,0,0,1,,0
1996,9,26,4,820,815,1006,931,UA,637,N7290U,106,76,70,35,5,ORD,MCI,403,3,33,0,,0
1996,9,13,5,951,925,1237,1208,CO,607,N15820,166,163,129,29,26,EWR,MCO,938,7,30,0,,0
1996,9,16,1,1840,1840,2008,2010,WN,625,N359,88,90,82,-2,0,BHM,MDW,570,2,4,0,,0
1996,9,2,1,1113,1115,1248,1252,NW,779,N921RW,95,97,81,-4,-2,AUS,MEM,559,4,10,0,,0
1996,9,13,5,2013,2015,2115,2120,CO,1917,N17533,62,65,46,-5,-2,IAH,MFE,316,5,11,0,,0
1996,9,23,1,1329,1330,1618,1617,AA,463,N705AA,169,167,143,1,-1,LGA,MIA,1097,8,18,0,,0
1996,9,18,3,1325,1325,1329,1330,DL,1905,N908DE,64,65,44,-1,0,ATL,MOB,302,6,14,0,,0
1996,9,29,7,558,600,635,644,NW,1252,N8903E,37,44,28,-9,-2,DLH,MSP,144,3,6,0,,0
1996,9,18,3,528,530,644,649,NW,1280,N8978E,76,79,67,-5,-2,MOT,MSP,449,4,5,0,,0
1996,9,28,6,627,630,756,801,NW,1045,N926RC,89,91,69,-5,-3,STL,MSP,449,9,11,0,,0
1996,9,28,6,1013,1014,1201,1204,TW,185,N412EA,108,110,94,-3,-1,STL,MSY,604,4,10,0,,0
1996,9,27,5,1413,1405,1525,1525,WN,833,N307,72,80,63,0,8,SAN,OAK,446,2,7,0,,0
1996,9,29,7,1644,1630,1757,1750,WN,945,N351,73,80,66,7,14,MDW,OMA,423,2,5,0,,0
1996,9,27,5,956,1000,1103,1110,WN,1709,N348,67,70,57,-7,-4,SMF,ONT,389,3,7,0,,0
1996,9,16,1,1646,1645,1707,1706,UA,129,N510UA,81,81,54,1,1,CLE,ORD,316,8,19,0,,0
1996,9,2,1,1857,1900,1856,1915,NW,1187,N941N,59,75,42,-19,-3,DTW,ORD,235,5,12,0,,0
1996,9,26,4,1230,1200,1849,1801,AA,1576,N521AA,259,241,226,48,30,LAX,ORD,1745,7,26,0,,0
1996,9,9,1,1946,1900,2048,2014,NW,144,N817EA,62,74,46,34,46,MSP,ORD,334,7,9,0,,0
1996,9,11,3,716,716,801,756,AA,1861,N456AA,105,100,81,5,0,ROC,ORD,528,8,16,0,,0
1996,9,28,6,1327,1333,1510,1514,AA,1912,N818AA,103,101,82,-4,-6,TUL,ORD,585,11,10,0,,0
1996,9,17,2,1755,1755,1852,1857,AS,424,N977AS,57,62,40,-5,0,GEG,PDX,279,3,14,0,,0
1996,9,23,1,1933,1930,2126,2129,DL,1928,N624DL,113,119,90,-3,3,ATL,PHL,665,5,18,0,,0
1996,9,13,5,1121,1120,1444,1450,US,298,N850US,143,150,131,-6,1,MCI,PHL,1038,4,8,0,,0
1996,9,10,2,2045,2045,2050,2050,WN,525,N319,65,65,54,0,0,ABQ,PHX,328,4,7,0,,0
1996,9,27,5,1234,1232,1526,1453,AA,1903,N278AA,232,201,203,33,2,BWI,DFW,1217,10,19,0,,0
1996,9,21,6,1157,1201,1330,1332,AA,1274,N2BFAA,93,91,77,-2,-4,HRL,DFW,461,9,7,0,,0
1996,9,5,4,720,720,848,850,DL,691,N981DL,148,150,130,-2,0,MCO,DFW,984,7,11,0,,0
1996,9,19,4,1243,1208,1654,1629,AA,48,N5CBAA,131,141,110,25,35,PHX,DFW,868,10,11,0,,0
1996,9,14,6,842,846,1334,1336,AA,1376,N610AA,172,170,146,-2,-4,S,DFW,1205,15,11,0,,0
1996,9,2,1,1848,1850,1953,1940,NW,1106,N8957E,65,50,32,13,-2,CLE,DTW,95,14,19,0,,0
1996,9,18,3,48,38,731,720,HP,360,N629AW,223,222,204,11,10,LAS,DTW,1750,7,12,0,,0
1996,9,30,1,814,815,1002,958,NW,1777,N918RW,108,103,84,4,-1,PHL,DTW,453,14,10,0,,0
1996,9,13,5,2010,2010,2055,2055,WN,351,N685,105,105,93,0,0,HOU,ELP,677,3,9,0,,0
1996,9,13,5,1627,1630,2234,2212,CO,140,N17619,247,222,229,22,-3,COS,EWR,1623,6,12,0,,0
1996,9,27,5,1115,1115,1407,1407,AA,1768,N884AA,172,172,148,0,0,MIA,EWR,1086,6,18,0,,0
1996,9,17,2,,2250,,24,DL,169,N485DA,,94,,,,JNU,FAI,624,0,0,1,,0
1996,9,19,4,916,920,1010,1017,NW,611,N297US,174,177,158,-7,-4,MSP,GEG,1175,3,13,0,,0
1996,9,7,6,1254,1256,1320,1329,US,991,N923VJ,26,33,17,-9,-2,CLT,GSP,75,2,7,0,,0
1996,9,19,4,1531,1515,1628,1610,WN,42,N103,57,55,47,18,16,HRL,HOU,276,3,7,0,,0
1996,9,16,1,1458,1455,1643,1626,UA,1208,N7298U,105,91,79,17,3,BOS,IAD,413,6,20,0,,0
1996,9,16,1,1345,1340,1649,1644,CO,425,N15841,244,244,228,5,5,BOS,IAH,1597,4,12,0,,0
1996,9,17,2,1117,1120,1251,1240,CO,1146,N12235,94,80,73,11,-3,LBB,IAH,458,7,14,0,,0
1996,9,20,5,753,755,1330,1344,CO,185,N14346,217,229,194,-14,-2,SFO,IAH,1635,9,14,0,,0
1996,9,13,5,1327,1330,1412,1419,US,1103,N890US,105,109,91,-7,-3,PHL,IND,587,3,11,0,,0
1996,9,29,7,2343,2230,710,605,TW,778,N691LF,267,275,247,65,73,LAS,JFK,2248,5,15,0,,0
1996,9,26,4,1955,1955,2235,2212,DL,1909,N614DL,340,317,312,23,0,BOS,LAS,2381,6,22,0,,0
1996,9,21,6,825,825,918,915,WN,1451,N387,173,170,158,3,0,MCI,LAS,1140,2,13,0,,0
1996,9,27,5,1010,1010,1129,1129,HP,2824,N145AW,79,79,66,0,0,SFO,LAS,414,3,10,0,,0
1996,9,10,2,2221,2225,4,13,NW,339,N345NW,283,288,257,-9,-4,DTW,LAX,1979,4,22,0,,0
1996,9,5,4,809,810,1006,1012,UA,491,N419UA,297,302,277,-6,-1,MCO,LAX,2217,5,15,0,,0
1996,9,9,1,1749,1750,1901,1908,UA,2788,N928UA,72,78,60,-7,-1,PHX,LAX,370,5,7,0,,0
1996,9,2,1,1605,1605,1600,1600,WN,977,N626,55,55,45,0,0,LBB,ABQ,289,3,7,0,,0
1996,9,2,1,,630,,853,AS,81,UNKNOW,,203,,,,SEA,ANC,1449,0,0,1,,0
1996,9,26,4,831,830,947,935,US,883,N914VJ,76,65,44,12,1,CLT,ATL,227,4,28,0,,0
1996,9,16,1,1915,1900,2025,2010,DL,871,N903DL,70,70,55,15,15,GSO,ATL,306,5,10,0,,0
1996,9,15,7,539,540,803,740,DL,1503,N919DL,84,60,70,23,-1,MEM,ATL,332,4,10,0,,0
1996,9,6,5,2042,2010,2218,2147,DL,1127,N2821W,96,97,75,31,32,PIT,ATL,526,5,16,0,,0
1996,9,1,7,1243,1245,1404,1411,DL,1818,N907DE,81,86,63,-7,-2,TPA,ATL,406,6,12,0,,0
1996,9,12,4,700,700,732,735,NW,611,N296US,32,35,20,-3,0,LAN,AZO,62,7,5,0,,0
1996,9,20,5,935,935,1058,1050,WN,1399,N610,83,75,61,8,0,STL,BHM,410,3,19,0,,0
1996,9,26,4,744,746,914,900,TW,696,N935L,90,74,48,14,-2,STL,B,271,6,36,0,,0
1996,9,4,3,1204,1200,1316,1306,CO,352,N13891,72,66,46,10,4,EWR,BOS,200,8,18,0,,0
1996,9,19,4,1409,1410,1509,1519,US,2445,N519AU,60,69,49,-10,-1,ROC,BOS,343,5,6,0,,0
1996,9,7,6,750,755,948,958,AS,114,N936AS,118,123,105,-10,-5,PDX,BUR,817,3,10,0,,0
1996,9,26,4,918,920,1142,1150,US,398,N574US,84,90,69,-8,-2,IND,BWI,515,5,10,0,,0
1996,9,24,2,844,845,930,935,US,1179,N930VJ,46,50,27,-5,-1,CLT,CHS,168,3,16,0,,0
1996,9,24,2,1601,1605,1826,1810,CO,1210,N59338,85,65,66,16,-4,MDW,CLE,307,1,18,0,,0
1996,9,21,6,1314,1315,1410,1411,US,503,N229US,56,56,48,-1,-1,CHA,CLT,242,4,4,0,,0
1996,9,12,4,1759,1740,2004,1935,US,886,N439US,125,115,90,29,19,LGA,CLT,544,3,32,0,,0
1996,9,16,1,817,815,1645,1603,US,102,N562AU,328,288,312,42,2,SEA,CLT,2279,5,11,0,,0
1996,9,17,2,2128,2130,2352,2353,TW,260,N9403W,84,83,52,-1,-2,STL,CMH,410,4,28,0,,0
1996,9,18,3,1657,1700,1804,1805,NW,1172,N930RC,67,65,45,-1,-3,DTW,CVG,229,6,16,0,,0
1996,9,19,4,1453,1445,1815,1802,DL,552,N531DA,142,137,130,13,8,SAT,CVG,1024,5,7,0,,0
1996,9,21,6,1510,1505,1608,1605,WN,39,N369,58,60,48,3,5,LIT,DAL,296,1,9,0,,0
1996,9,4,3,1639,1640,1746,1752,US,1126,N373US,67,72,53,-6,-1,CLT,DCA,331,4,10,0,,0
1996,9,28,6,1015,1015,1308,1256,UA,608,N7261U,113,101,90,12,0,ORD,DCA,612,3,20,0,,0
1996,9,18,3,1031,1003,1109,1049,UA,425,N328UA,98,106,83,20,28,DSM,DEN,589,6,9,0,,0
1996,9,2,1,1436,1438,1743,1747,UA,716,N389UA,127,129,112,-4,-2,ONT,DEN,819,6,9,0,,0
1996,10,11,5,710,710,731,725,WN,76,N608,141,135,126,6,0,AUS,PHX,872,4,11,0,,0
1996,10,2,3,1830,1830,1926,1930,WN,595,N600,56,60,44,-4,0,LAS,PHX,256,2,10,0,,0
1996,10,20,7,2157,2155,2342,2325,AA,483,N410AA,225,210,203,17,2,ORD,PHX,1440,4,18,0,,0
1996,10,13,7,817,820,929,939,HP,2842,N164AW,192,199,170,-10,-3,STL,PHX,1262,8,14,0,,0
1996,10,28,1,1924,1925,2040,2027,US,1106,N981US,76,62,52,13,-1,CVG,PIT,256,6,18,0,,0
1996,10,17,4,1037,1040,1259,1300,US,1240,N355US,82,80,67,-1,-3,MKE,PIT,431,5,10,0,,0
1996,10,8,2,2221,2145,2251,2224,DL,1222,N3301,90,99,74,27,36,SLC,PSC,521,5,11,0,,0
1996,10,5,6,2039,2045,2326,2333,AA,1418,N451AA,107,108,82,-7,-6,ORD,RDU,647,10,15,0,,0
1996,10,11,5,2209,2150,2252,2220,DL,1667,N312WA,103,90,65,32,19,SLC,RNO,422,2,36,0,,0
1996,10,3,4,1859,1847,1956,1948,AA,1212,N589AA,177,181,156,8,12,DFW,SAN,1171,4,17,0,,0
1996,10,27,7,820,820,930,935,WN,263,N314,70,75,60,-5,0,SJC,SAN,417,2,8,0,,0
1996,10,14,1,834,820,1234,1220,WN,702,N89,120,120,109,14,14,PHX,SAT,843,2,9,0,,0
1996,10,11,5,1014,920,1214,1127,DL,835,N727DA,300,307,282,47,54,ATL,SEA,2182,5,13,0,,0
1996,10,11,5,2156,2200,38,15,AA,293,N562AA,282,255,248,23,-4,ORD,SEA,1721,8,26,0,,0
1996,10,21,1,1006,900,1306,1221,UA,33,N510UA,360,381,339,45,66,BOS,SFO,2704,6,15,0,,0
1996,10,27,7,750,750,902,913,UA,2310,N354UA,72,83,60,-11,0,LAS,SFO,414,4,8,0,,0
1996,10,15,2,1253,1248,1444,1444,UA,2301,N916UA,111,116,99,0,5,PHX,SFO,651,1,11,0,,0
1996,10,14,1,1138,1137,1312,1310,UA,451,N331UA,154,153,132,2,1,DEN,SJC,948,4,18,0,,0
1996,10,14,1,1114,1059,1654,1635,AA,1894,N621AA,280,276,246,19,15,DFW,SJU,2165,17,17,0,,0
1996,10,8,2,36,37,251,246,HP,2780,N180AW,75,69,54,5,-1,LAS,SLC,368,10,11,0,,0
1996,10,2,3,1304,1305,1533,1526,DL,2068,N504DA,89,81,75,7,-1,SMF,SLC,532,5,9,0,,0
1996,10,12,6,1105,1056,1205,1204,AA,1317,N5CUAA,180,188,153,1,9,DFW,S,1205,8,19,0,,0
1996,10,8,2,953,955,1050,1034,TW,469,N84357,117,99,75,16,-2,ATL,STL,483,25,17,0,,0
1996,10,5,6,925,920,949,958,TW,431,N54332,84,98,67,-9,5,DTW,STL,440,4,13,0,,0
1996,10,10,4,1441,1430,1555,1556,TW,635,N11004,134,146,120,-1,11,MCO,STL,880,5,9,0,,0
1996,10,12,6,1149,1150,1306,1240,US,761,N956VJ,137,110,100,26,-1,PIT,STL,553,3,34,0,,0
1996,10,8,2,1601,1600,1658,1656,US,1118,N929VJ,57,56,42,2,1,PHL,SYR,228,4,11,0,,0
1996,10,16,3,1715,1715,1943,1945,WN,1632,N63,88,90,76,-2,0,MSY,TPA,487,5,7,0,,0
1996,10,2,3,1759,1745,1901,1850,WN,1075,N682,62,65,54,11,14,SAN,TUS,367,2,6,0,,0
1996,10,8,2,1115,1035,1236,1202,DL,1966,N406DA,81,87,63,34,40,TUS,LAX,451,5,13,0,,0
1996,10,3,4,1038,1035,1604,1608,UA,1576,N351UA,206,213,189,-4,3,DEN,LGA,1619,5,12,0,,0
1996,10,7,1,1646,1645,1801,1801,US,446,N288AU,75,76,56,0,1,ORF,LGA,296,10,9,0,,0
1996,10,24,4,1258,1245,1539,1530,WN,282,N621,101,105,92,9,13,ABQ,MCI,718,3,6,0,,0
1996,10,6,7,1616,1600,1711,1704,TW,191,N64320,55,64,41,7,16,STL,MCI,237,3,11,0,,0
1996,10,9,3,900,900,940,950,WN,1253,N61,40,50,33,-10,0,FLL,MCO,178,2,5,0,,0
1996,10,30,3,1835,1835,2010,2010,WN,625,N510,95,95,87,0,0,BHM,MDW,570,3,5,0,,0
1996,10,12,6,1214,1215,1226,1232,DL,1284,N236WA,72,77,54,-6,-1,ATL,MEM,332,5,13,0,,0
1996,10,11,5,1856,1900,1905,1911,NW,1567,N670MC,69,71,55,-6,-4,TYS,MEM,342,5,9,0,,0
1996,10,1,2,1500,1500,1804,1803,AA,99,N5DUAA,184,183,160,1,0,JFK,MIA,1090,5,19,0,,0
1996,10,4,5,1348,1350,1523,1522,US,579,N920VJ,95,92,69,1,-2,CLT,MLB,490,3,23,0,,0
1996,10,20,7,1056,1100,1412,1352,NW,564,N292US,136,112,94,20,-4,DEN,MSP,680,2,40,0,,0
1996,10,6,7,1633,1630,1844,1904,NW,589,N313US,191,214,172,-20,3,MCO,MSP,1310,4,15,0,,0
1996,10,19,6,1157,1200,1709,1705,NW,96,N229NW,192,185,161,4,-3,SEA,MSP,1399,15,16,0,,0
1996,10,18,5,1152,1150,1251,1252,CO,1625,N541NY,59,62,43,-1,2,IAH,MSY,305,4,12,0,,0
1996,10,7,1,1541,1500,1652,1605,WN,1719,N365,71,65,50,47,41,LAX,OAK,337,4,17,0,,0
1996,10,22,2,1604,1525,1717,1640,WN,1175,N53,73,75,64,37,39,HOU,OKC,419,3,6,0,,0
1996,10,23,3,1947,1947,2145,2148,AS,578,N943AS,118,121,100,-3,0,PDX,ONT,838,5,13,0,,0
1996,10,9,3,1630,1630,1754,1759,UA,1527,N7264U,84,89,64,-5,0,B,ORD,409,12,8,0,,0
1996,10,10,4,1659,1700,1800,1758,UA,815,N566UA,121,118,92,2,-1,DCA,ORD,612,10,19,0,,0
1996,10,28,1,1822,1826,1955,1945,AA,1995,N2CLAA,153,139,131,10,-4,HPN,ORD,738,11,11,0,,0
1996,10,8,2,902,900,1023,1021,UA,288,N9002U,81,81,67,2,2,LNK,ORD,466,8,6,0,,0
1996,10,5,6,639,642,1241,1231,AA,2098,N202AA,242,229,209,10,-3,PDX,ORD,1739,10,23,0,,0
1996,10,8,2,1509,1511,2116,2115,AA,758,N226AA,247,244,223,1,-2,SFO,ORD,1846,9,15,0,,0
1996,10,26,6,1330,1330,1419,1422,US,554,N255AU,49,52,39,-3,0,PHL,ORF,211,3,7,0,,0
1996,10,15,2,2028,2028,2200,2158,AS,337,N938AS,92,90,81,2,0,OAK,PDX,543,4,7,0,,0
1996,10,18,5,1510,1510,1629,1629,US,1475,N965VJ,79,79,65,0,0,BTV,PHL,336,5,9,0,,0
1996,10,16,3,1445,1445,1821,1809,NW,684,N8929E,156,144,139,12,0,MSP,PHL,980,6,11,0,,0
1996,10,4,5,1340,1336,1623,1615,AA,622,N614AA,103,99,84,8,4,ABQ,DFW,569,7,12,0,,0
1996,10,2,3,1356,1400,1635,1645,AA,2034,N491AA,99,105,80,-10,-4,COS,DFW,592,6,13,0,,0
1996,10,31,4,2212,2215,2302,2317,CO,541,N17619,50,62,37,-15,-3,IAH,DFW,224,5,8,0,,0
1996,10,24,4,657,700,840,832,AA,1802,N2CA,103,92,74,8,-3,MFE,DFW,468,17,12,0,,0
1996,10,20,7,740,743,1210,1157,AA,1502,N495AA,150,134,125,13,-3,PHX,DFW,868,6,19,0,,0
1996,10,6,7,1000,1004,1509,1501,AA,738,N227AA,189,177,153,8,-4,S,DFW,1205,8,28,0,,0
1996,10,18,5,1936,1940,2116,2115,NW,1137,N529US,100,95,67,1,-4,BWI,DTW,408,18,15,0,,0
1996,10,28,1,1137,1140,1238,1254,NW,1520,N780NC,61,74,43,-16,-3,IND,DTW,231,10,8,0,,0
1996,10,6,7,1036,1040,1245,1255,NW,1536,N712RC,69,75,46,-10,-4,ORD,DTW,235,10,13,0,,0
1996,10,10,4,1220,1110,1322,1200,WN,803,N349,62,50,40,82,70,ABQ,ELP,223,3,19,0,,0
1996,10,22,2,657,700,846,843,CO,441,N62631,109,103,93,3,-3,CHS,EWR,628,9,7,0,,0
1996,10,18,5,2158,2200,540,520,DL,542,N625DL,282,260,254,20,-2,LAS,EWR,2227,10,18,0,,0
1996,10,11,5,1705,1705,1912,1900,CO,1768,N24633,127,115,111,12,0,SDF,EWR,642,6,10,0,,0
1996,10,26,6,125,115,150,137,DL,1490,N1402A,25,22,11,13,10,MIA,FLL,21,3,11,0,,0
1996,10,10,4,1844,1745,1944,1856,US,862,N886US,60,71,48,48,59,PIT,GRR,319,4,8,0,,0
1996,10,20,7,1700,1700,1740,1745,WN,853,N602,40,45,32,-5,0,AUS,HOU,148,2,6,0,,0
1996,10,12,6,1520,1400,1707,1600,WN,589,N28,107,120,92,67,80,STL,HOU,687,2,13,0,,0
1996,10,12,6,1327,1330,1551,1559,UA,914,N4714U,144,149,116,-8,-3,MIA,IAD,921,9,19,0,,0
1996,10,12,6,1253,1250,1354,1353,AA,2053,N2AJAA,61,63,39,1,3,DFW,IAH,224,6,16,0,,0
1996,10,31,4,1453,1455,1600,1600,CO,1643,N70755,67,65,54,0,-2,MSY,IAH,305,6,7,0,,0
1996,10,31,4,1908,1855,2110,2045,UA,553,N9067U,122,110,99,25,13,ORD,ICT,588,5,18,0,,0
1996,10,6,7,1633,1620,1723,1709,DL,1691,N3301,50,49,33,14,13,SLC,JAC,205,3,14,0,,0
1996,10,14,1,1713,1700,2013,1958,AA,2198,N613AA,180,178,141,15,13,MIA,JFK,1090,8,31,0,,0
1996,10,26,6,1603,1558,1652,1645,AA,1117,N207AA,169,167,144,7,5,DFW,LAS,1055,5,20,0,,0
1996,10,10,4,2200,2155,2330,2335,AA,585,N262AA,210,220,191,-5,5,ORD,LAS,1515,5,14,0,,0
1996,10,18,5,2021,1955,2109,2005,WN,1256,N376,108,70,61,64,26,SLC,LAS,368,2,45,0,,0
1996,10,25,5,2318,2220,723,616,DL,1976,N1731D,305,296,279,67,58,HNL,LAX,2556,11,15,0,,0
1996,10,11,5,1456,1420,1605,1536,UA,2243,N912UA,69,76,56,29,36,OAK,LAX,337,7,6,0,,0
1996,10,3,4,835,830,954,950,WN,1188,N356,79,80,60,4,5,PHX,LAX,370,4,15,0,,0
1996,10,30,3,1822,1745,2050,2025,WN,539,N614,88,100,76,25,37,LAX,ABQ,677,2,10,0,,0
1996,10,30,3,1110,934,1237,1101,AS,52,N741AS,87,87,79,96,96,OTZ,ANC,549,4,4,0,,0
1996,10,14,1,828,830,933,935,US,883,N952VJ,65,65,38,-2,-2,CLT,ATL,227,4,23,0,,0
1996,10,7,1,1004,1005,1116,1108,DL,1068,N369DL,72,63,61,8,-1,GNV,ATL,300,6,5,0,,0
1996,10,1,2,608,610,731,728,DL,1914,N647DL,83,78,66,3,-2,MCO,ATL,403,8,9,0,,0
1996,10,24,4,531,530,736,730,DL,2031,N917DE,125,120,102,6,1,PHL,ATL,665,7,16,0,,0
1996,10,24,4,1653,1655,1924,1929,TW,534,N925L,91,94,65,-5,-2,STL,ATL,483,10,16,0,,0
1996,10,29,2,845,845,1152,1145,WN,687,N104,127,120,101,7,0,PHX,AUS,872,2,24,0,,0
1996,10,8,2,1449,1400,1455,1421,US,556,N941VJ,66,81,54,34,49,CLT,BHM,351,2,10,0,,0
1996,10,22,2,1608,1545,1751,1655,WN,413,N629,103,70,68,56,23,MDW,B,395,3,32,0,,0
1996,10,21,1,1613,1600,1731,1726,US,934,N885US,78,86,61,5,13,DCA,BOS,399,9,8,0,,0
1996,10,21,1,629,630,1001,939,AA,650,N262AA,152,129,136,22,-1,ORD,BOS,867,5,11,0,,0
1996,10,16,3,1739,1740,1856,1902,CO,1090,N24213,77,82,51,-6,-1,EWR,BUF,282,3,23,0,,0
1996,10,15,2,1826,1810,2059,2045,WN,1527,N602,93,95,82,14,16,B,BWI,588,3,8,0,,0
1996,10,13,7,915,915,1040,1040,WN,1530,N392,85,85,78,0,0,SDF,BWI,495,1,6,0,,0
1996,10,17,4,1213,1215,1348,1344,US,353,N281AU,95,89,81,4,-2,CLT,CLE,430,4,10,0,,0
1996,10,25,5,2236,2240,601,557,CO,506,N59338,265,257,247,4,-4,SEA,CLE,2021,5,13,0,,0
1996,10,26,6,757,800,1115,1126,US,1194,N259AU,138,146,116,-11,-3,DFW,CLT,936,11,11,0,,0
1996,10,11,5,757,801,851,848,US,312,N926VJ,54,47,36,3,-4,MYR,CLT,156,9,9,0,,0
1996,10,8,2,2108,2110,2231,2234,DL,1220,N638DL,83,84,57,-3,-2,ATL,CMH,446,7,19,0,,0
1996,10,3,4,924,910,1021,1003,NW,667,N8878Z,177,173,156,18,14,DTW,COS,1146,7,14,0,,0
